datetime,city,state,country,shape,duration,comments,latitude,longitude,region,us_region
10/10/1949 20:30,san marcos,TX,US,cylinder,2700,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,29.8830556,-97.9411111,US,Southeast
10/10/1949 21:00,lackland afb,TX,US,light,7200,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,29.38421,-98.581082,US,Southeast
10/10/1955 17:00,chester (uk/england),EUROPE,GB,circle,20,Green/Orange circular disc over Chester&#44 England,53.2,-2.916667,Europe,EUROPE
10/10/1956 21:00,edna,TX,US,circle,20,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,28.9783333,-96.6458333,US,Southeast
10/10/1960 20:00,kaneohe,HI,US,light,900,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,21.4180556,-157.8036111,US,West
10/10/1961 19:00,bristol,TN,US,sphere,300,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,36.595,-82.1888889,US,Southeast
10/10/1966 20:00,pell city,AL,US,disk,180,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,33.5861111,-86.2861111,US,Southeast
10/10/1968 19:00,brevard,NC,US,fireball,180,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,35.2333333,-82.7344444,US,Southeast
10/10/1974 23:00,hudson,KS,US,light,1200,The light chased us.,38.1055556,-98.6597222,US,Midwest
10/10/1977 12:00,san antonio,TX,US,other,30,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,29.4238889,-98.4933333,US,Southeast
10/10/1977 22:00,louisville,KY,US,light,30,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,38.2541667,-85.7594444,US,Southeast
10/10/1979 0:00,poughkeepsie,NY,US,chevron,900,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,41.7002778,-73.9213889,US,Northeast
10/10/1980 19:00,houston,TX,US,sphere,180,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,29.7630556,-95.3630556,US,Southeast
10/10/1980 23:30,manchester,NH,US,light,300,A red glowing sphere stopped and watched me.,42.9955556,-71.4552778,US,Northeast
10/10/1988 21:00,new gloucester,ME,US,unknown,120,I&#39m still afraid to look at the sky at night.,43.9627778,-70.2830556,US,Northeast
10/10/1988 22:00,boulder,CO,US,light,60,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,40.015,-105.27,US,West
10/10/1992 17:00,panama city,FL,US,formation,3600,During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,30.1586111,-85.6602778,US,Southeast
10/10/1992 22:00,weatherford,TX,US,unknown,30,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,32.7591667,-97.7969444,US,Southeast
10/10/1993 22:00,peoria,IL,US,light,8,Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.,40.6936111,-89.5888889,US,Midwest
10/10/1994 23:00,toronto (greater toronto area) (canada),AMERICA,CA,sphere,3600,Large rusty sphere,43.666667,-79.416667,America,AMERICA
10/10/1995 19:45,milwaukee,WI,US,unknown,120,Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33,43.0388889,-87.9063889,US,Midwest
10/10/1996 3:20,higginsville,MO,US,triangle,3,illuminated triangular craft&#44 flying at high speed from South to North,39.0725,-93.7169444,US,Midwest
10/10/1996 22:00,charleston,SC,US,light,300,Flashing object above Charleston&#44 SC,32.7763889,-79.9311111,US,Southeast
10/10/1997 20:00,bonaire,GA,US,triangle,300,Triangular Object Sighted at Very Close Range,32.5436111,-83.5961111,US,Southeast
10/10/1998 2:30,hollywood,CA,US,changing,300,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,34.0983333,-118.3258333,US,West
10/10/1998 22:30,st. john&#39s (canada),AMERICA,CA,egg,7200,Started off as 3 points of intense yellow light in triangle formation - then grew larger - it becage a single egg shape - VERY bright.,47.55,-52.666667,America,AMERICA
10/10/1999 4:00,kansas city,KS,US,unknown,600,Orange object over city.,39.1141667,-94.6272222,US,Midwest
10/10/2000 21:30,seattle (west),WA,US,unknown,10,Dark object in the shape of a (4) after dusk in West Seattle,47.6063889,-122.3308333,US,West
10/10/2003 9:00,new buffulo,MI,US,light,120,Craft that suddenly vanishes and another one that shows up and does strange things at high speeds,41.79393,-86.743915,US,Midwest
10/10/2003 12:00,alhambra,CA,US,oval,300,3 Black ovals in the sky and a floating movie camera,34.0952778,-118.1261111,US,West
10/10/2003 21:10,crescent beach,SC,US,formation,37800,For two consecutive nights&#44 we watched a pattern of lights before we were stunned by a discovery on the beach.,33.8075,-78.7011111,US,Southeast
10/10/2004 9:45,nobel (canada),AMERICA,CA,unknown,300,Floating Red Object,45.416667,-80.1,America,AMERICA
10/10/2004 15:00,rock island,IL,US,sphere,3600,The sky was clear  and the objects at times appeared to rotate slowly.,41.5094444,-90.5786111,US,Midwest
10/10/2004 19:00,ripley,NY,US,circle,900,7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.,42.2669444,-79.7108333,US,Northeast
10/10/2004 23:30,gleason,WI,US,sphere,3000,It was about 9:30PM my friend and I were going to go out deer shining with my step dads truck and my friends spotlight. We left his hou,45.3088889,-89.4963889,US,Midwest
10/10/2005 9:00,apache junction,AZ,US,other,30,half-moon shaped objects that just winked out,33.415,-111.5488889,US,Southwest
10/10/2006 1:00,pennington,TX,US,diamond,3600,IN form of diamond with multi colored lights that acted like disco light except one.  theone light was like a brite star and would resp,31.1911111,-95.2352778,US,Southeast
10/10/2006 19:00,unsure,AR,US,fireball,2,Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.,35.20105,-91.831833,US,Southeast
10/10/2006 21:47,plymouth (devonshire) (uk/england),EUROPE,GB,formation,120,they were right above me very small almost like minni stars and they were circling round sommothing and came closer and further away an,50.396389,-4.138611,Europe,EUROPE
10/10/2007 1:00,lebanon,OR,US,light,14400,Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky,44.5366667,-122.9058333,US,West
10/10/2007 4:30,jacksonville,FL,US,sphere,30,half mile from de saint Jhons River&#44 low flying sphere&#44   at slow speed without noise,30.3319444,-81.6558333,US,Southeast
10/10/2007 6:00,indio,CA,US,oval,600,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,33.7205556,-116.2147222,US,West
10/10/2007 20:30,conyers,GA,US,unknown,3600,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),33.6675,-84.0177778,US,Southeast
10/10/2007 22:00,fleming,CO,US,circle,600,UFO SPOTTED&#44 FLEMING COLORADO,40.68,-102.8388889,US,West
10/10/2007 23:20,stord (norway),EUROPE,NO,light,600,Thise could be an ETV case&#44 but it could also be helicopters or/and airplanes,59.900209,5.282347,Europe,EUROPE
10/10/2008 4:50,evansville,IN,US,formation,600,I saw a huge V-shaped object moving slowly and silently over the roof tops in my neighborhood.,37.9747222,-87.5558333,US,Midwest
10/10/2008 6:00,albany,NY,US,oval,45,I live Colonie&#44 New York&#44 a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,42.6525,-73.7566667,US,Northeast
10/10/2008 20:40,pueblo,CO,US,light,300,In the northwest sky&#44 there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.,38.2544444,-104.6086111,US,West
10/10/2008 21:30,cincinnati,OH,US,oval,900,12 ovel objects flying east to west orange and red at a slow speed then vanished,39.1619444,-84.4569444,US,Midwest
10/10/2009 21:00,leesburg,VA,US,disk,300,Two large glowing amber/dark orangish colored circular disks-not a sound-,39.1155556,-77.5638889,US,Southeast
10/10/2009 23:23,cupertino,CA,US,light,180,Bright red light object made random moves horizontally and floated for a while and then went up vertically.,37.3230556,-122.0311111,US,West
10/10/2010 1:00,orchard park,NY,US,light,7200,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),42.7675,-78.7441667,US,Northeast
10/10/2010 2:30,harrisburg,PA,US,circle,240,possible UFO sighting,40.2736111,-76.8847222,US,Northeast
10/10/2010 8:30,starr,SC,US,formation,600,Strange orange lights in the night sky,34.3769444,-82.6958333,US,Southeast
10/10/2010 13:00,north charleston,SC,US,light,180,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC,32.8544444,-79.975,US,Southeast
10/10/2010 18:30,clackamas,OR,US,triangle,120,triangular ufo sighting in oregon 10-10-10,45.4077778,-122.5691667,US,West
10/10/2011 14:00,epsom (surrey) (uk/england),EUROPE,GB,oval,300,Flying beer barrel shaped metallic object,51.316667,-0.266667,Europe,EUROPE
10/10/2011 14:30,north kingstown,RI,US,oval,40,Bright oval object in sky,41.55,-71.4666667,US,Northeast
10/10/2011 20:00,middletown,CT,US,fireball,1200,Fireball Spinning Orange UFO,41.5622222,-72.6511111,US,Northeast
10/10/2011 21:55,north platte,NE,US,circle,3,Object over North Platte Nebraska,41.1238889,-100.765,US,Midwest
10/10/2012 19:40,syracuse,NY,US,light,900,Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.,43.0480556,-76.1477778,US,Northeast
10/10/2012 20:00,colorado springs,CO,US,light,20,Bright zig zagging light in the sky above norad.,38.8338889,-104.8208333,US,West
10/10/2012 21:00,austin,TX,US,changing,1200,Spheres of light seen over the west campus area of austin which then broke apart and sped off in different directions.,30.2669444,-97.7427778,US,Southeast
10/10/2013 0:00,clifton,NJ,US,light,60,Bright light&#33&#33,40.858433,-74.163755,US,Northeast
10/10/2013 21:30,hudson,NH,US,light,1,Very white bright light moving fast inside clouds.,42.7647222,-71.4402778,US,Northeast
11/10/1987 23:59,otto,MO,US,fireball,60,bright blue ball of light.,38.3708333,-90.5002778,US,Midwest
11/10/1989 21:00,kewanee,IL,US,sphere,180,HBCCUFO CANADIAN REPORT:  Large glowing sphere was positioned almost directly overhead.,41.2455556,-89.9247222,US,Midwest
11/10/1995 18:30,new york city (brooklyn),NY,US,unknown,720,Young man&#44 mother witness watch strange red obj. 45 deg. above horizon w/ binocular.  Obj. suddenly fades&#44 disappears from sight.,40.7141667,-74.0063889,US,Northeast
11/10/1998 20:30,highland,IN,US,sphere,14400,Spherical.  Red&#44 yellow&#44 and green lights.  Below clouds&#44 yet very high up.,39.7944444,-87.3958333,US,Midwest
11/10/1998 22:45,elk grove,CA,US,fireball,4,Greenish blue fireball streaking across horizon,38.4088889,-121.3705556,US,West
11/10/1999 9:10,canby,OR,US,light,10,i saw bright light come out of clouds&#44 2 aircraft came from behind and appeared to shot at the light&#44 light went back into the clouds,45.2630556,-122.6913889,US,West
11/10/1999 18:00,parry sound (near) (canada),AMERICA,CA,disk,6,A silvery disk shaped object&#44 flew over an aircraft&#44 then disappeared.,45.333333,-80.033333,America,AMERICA
11/10/1999 20:15,portville,NY,US,oval,60,oval shaped with colorful lights all around with huge windows lite up very colorful most beautiful thing in the sky. in valley area it,42.0386111,-78.3411111,US,Northeast
11/10/1999 20:35,kirbyville (due south of),MO,US,other,5400,About 2030 cst I noticed what apeared to be a &quot;tumbler&quot; a flashing satellite. After observing for approx.10 min. I realized that the ob,36.6230556,-93.1638889,US,Midwest
11/10/2000 23:30,whittier,CA,US,light,1500,UFO ENCOUNTER LESS THAN 300 FEET,33.9791667,-118.0319444,US,West
11/10/2001 1:00,somerset,WI,US,light,10800,My brother and I went outside to have a smoke and then noticed a moving&#44 multicolored light in the sky....,45.1244444,-92.6733333,US,Midwest
11/10/2002 20:36,dallas,TX,US,fireball,3,Meteor lights up the skies over Dallas&#44 crashes somehere to the south.,32.7833333,-96.8,US,Southeast
11/10/2003 13:00,nebraska (above?&#44 or above south dakota),NE,US,cigar,2,rather large cigar shaped object photographed from airplane window,41.492537,-99.901813,US,Midwest
11/10/2003 20:00,frederick,CO,US,unknown,10,Large flash outside the house rattling the windows with a low hum.,40.0991667,-104.9366667,US,West
11/10/2003 20:30,bloomington,IN,US,disk,180,Saucer shaped craft with kaleidoscope lights.,39.1652778,-86.5263889,US,Midwest
11/10/2003 22:40,independence,MO,US,chevron,600,UFO with black exhaust sighted in Independence&#44 MO Oct. 11&#44 2003,39.0911111,-94.4152778,US,Midwest
11/10/2004 11:00,salinas,CA,US,formation,2700,Large formation of UFO&#39s seen over south Salinas&#44 CA on Oct. 11&#44 2004&#44 in broad daylight.,36.6777778,-121.6544444,US,West
11/10/2005 16:00,canyonlands np,UT,US,formation,600,((NUFORC Note:  Possible satellites.  PD))  Needles Outpost: I was admiring the stars I saw 3 moving objects&#44 all in a row.,39.32098,-111.093731,US,West
11/10/2005 19:00,casa grande,AZ,US,light,1800,amber lights over I-10 near Casa Grande Az.,32.8794444,-111.7566667,US,Southwest
11/10/2005 19:30,tempe,AZ,US,triangle,3,3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.,33.4147222,-111.9086111,US,Southwest
11/10/2005 21:00,little ferry,NJ,US,oval,300,oval sahped  the whole thing was lit up with a very bright white light&#44 huvered over the trees&#44disappeared,40.8527778,-74.0425,US,Northeast
11/10/2005 21:50,rotherham (south yorkshire) (uk/england),EUROPE,GB,oval,3600,A light it was a oval shape duration was 1hr,53.433333,-1.35,Europe,EUROPE
11/10/2006 2:00,calumet city,IN,US,circle,420,i work as a security guard at the calume t city airport. i have grave yard shift fom 11:pm to 7 am. i was doing my round checking the p,41.615591,-87.529487,US,Midwest
11/10/2006 19:30,two harbors,MN,US,light,600,Northern Lights ?? Right&#33,47.0227778,-91.6705556,US,Midwest
11/10/2007 16:00,clackamas,OR,US,circle,900,Silver circular or sphere-like object flying parallel to I-205 in the Gladstone/Clackamas area.,45.4077778,-122.5691667,US,West
11/10/2007 19:50,seattle,WA,US,triangle,10,I saw two orange colored lights&#44 close together but moving independently across the sky&#44 at high rate of speed. Then they disappeared.,47.6063889,-122.3308333,US,West
11/10/2007 23:00,london (uk/england),EUROPE,GB,unknown,300,Yellow lights in formation,51.514125,-0.093689,Europe,EUROPE
11/10/2008 0:00,klagenfurt (austria),EUROPE,AT,chevron,60,It came from the direction of the city&#44 when I stood on a hill in total darkness in the countryside. It was moving strangely&#44  not stra,46.62794,14.30899,Europe,EUROPE
11/10/2008 19:00,bridgeport,CT,US,circle,7200,I saw 6 glowing orbs lining up in different formations witin a 2 hour period over Long Island Sound.,41.1669444,-73.2052778,US,Northeast
11/10/2009 2:45,deer park,NY,US,other,10800,2 Bright Orange lights in the sky moving up&#44 down&#44 and circular motion with shooting streaking trail -looked like shooting star,40.7616667,-73.3297222,US,Northeast
11/10/2009 19:50,putnamville,IN,US,flash,540,Two Hovering Aircraft Spotted Around a Strange Haze,39.5741667,-86.8652778,US,Midwest
11/10/2010 0:30,redondo beach,CA,US,other,1200,three lights that changed colors rapidly suspended over the ocean that increased and decreased in intensity often,33.8491667,-118.3875,US,West
11/10/2011 19:40,des moines,IA,US,light,90,An unexplained&#44 unidentified flying object.,41.6005556,-93.6088889,US,Midwest
11/10/2012 1:00,worcester,MA,US,unknown,4,Big extremely bright white light hovering in sky,42.2625,-71.8027778,US,Northeast
11/10/2012 4:00,tewksbury,MA,US,light,2,Huge white streaking object moving high rate of speeds in night sky,42.6105556,-71.2347222,US,Northeast
11/10/2012 20:00,nanticoke,PA,US,diamond,60,UFO sighted over Nanticoke PA,41.2052778,-76.0052778,US,Northeast
11/10/2012 20:42,ravensdale,WA,US,triangle,10,Driving on kent kangley road I observed a triangle arrangement of lights hovering about 100 feet off the ground.  The lights were multi,47.3525,-121.9825,US,West
11/10/2012 21:00,levittown,PA,US,diamond,60,About 9:00 pm&#44 Oct. 11&#44 2012&#44 driving home I first heard strange high-pitched siren-like sound&#44 and rolled down my window to hear what,40.155,-74.8291667,US,Northeast
11/10/2013 19:20,north cincinnati,OH,US,fireball,600,Some sort of fireball came down from the sky very rapidly soon to turn into 3 flying disc that where lit up (clearly not stars) they se,39.103118,-84.51202,US,Midwest
11/10/2013 20:15,bonaie,GA,US,light,300,15-25 red/orange lights moving at a low altitude in the same pattern with no sound at all.,32.543889,-83.596111,US,Southeast
11/10/2013 21:00,drexel,OH,US,sphere,180,Blue white streak in sky&#44 2 orange orbs splitting. seems like it landed.,39.7463889,-84.2866667,US,Midwest
1/10/1950 11:00,pikeville,KY,US,disk,600,SEVENTY SOME  FLYING DISK OBSERVED IN  1950,37.4791667,-82.5188889,US,Southeast
1/10/1952 3:30,fukuoka (japan),ASIA,JP,disk,1200,UFO seen by multiple U. S. military personnel; F-86 intercept.,33.590355,130.401716,Asia,ASIA
1/10/1952 12:00,kansas city,MO,US,disk,90,1952 daylight sighting of multiple discs in formation,39.0997222,-94.5783333,US,Midwest
1/10/1954 19:00,flatwoods,WV,US,circle,60,I saw the craft go across the horizon.  It appeared to be on fire&#44 I first thought it was a plane going down.  It landed near a farm.,38.7230556,-80.65,US,Southeast
1/10/1955 22:00,mono lake (area),CA,US,circle,5,NO KNOWN AIRCRAFT (1955 and maybe today) COULD MAKE SUCH A SPEEDY 360 DEGREE CIRCLE MANUVER&#44 WITH NO SOUND &#33,38.007059,-119.012259,US,West
1/10/1956 19:00,newport,NH,US,rectangle,300,Disk with glass center section&#44 and flames behind the glass,43.3652778,-72.1738889,US,Northeast
1/10/1957 16:00,nelchina (near),AK,US,unknown,180,This incident occurred about October of 1956 or &#8216;57. At the time&#44 I was Assistant station manager for a major airline in Anchorage as,61.9919444,-146.7686111,US,West
1/10/1957 21:00,paterson,NJ,US,disk,10,Formation of approximately 8 light gray metallic disks silently crossing the night sky around October 1957 in northern NJ,40.9166667,-74.1722222,US,Northeast
1/10/1957 22:00,northeast cape afs,AK,US,unknown,900,Radar sighting and filming,70.292489,-161.903334,US,West
1/10/1959 19:00,jacksonville,IL,US,unknown,60,Late 1959&#44 bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.,39.7338889,-90.2288889,US,Midwest
1/10/1961 3:00,toledo,OH,US,sphere,180,Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.,41.6638889,-83.5552778,US,Midwest
1/10/1961 3:30,tulsa,OK,US,disk,120,October&#44 1961&#44 Tulsa Oklahoma: low altitude&#44 slow&#44 disk object(s); high speed turns&#44 v. high accelleration.,36.1538889,-95.9925,US,Southeast
1/10/1961 19:00,nashville,TN,US,disk,1800,In October 1961&#44 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,36.1658333,-86.7844444,US,Southeast
1/10/1961 22:00,graham,NC,US,triangle,30,3 flat&#44 large  white lights in delta pattern&#44 no sound&#44 flying at tree-top level at 35-40 mph,36.0688889,-79.4008333,US,Southeast
1/10/1966 22:00,anacortes,WA,US,light,1200,20 miles driving toward Anacortes&#44a friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou,48.5127778,-122.6113889,US,West
1/10/1969 16:00,san francisco,CA,US,oval,600,It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the,37.775,-122.4183333,US,West
1/10/1970 17:30,bentonville,AR,US,other,14400,Hoseshoe shaped,36.3727778,-94.2086111,US,Southeast
1/10/1970 19:00,tampa,FL,US,other,900,36 year old reports an object he saw with his mother 31 years ago.,27.9472222,-82.4586111,US,Southeast
1/10/1970 21:00,new york city (brooklyn),NY,US,disk,300,Saucer/disklike craft&#44 with multi-colored lights sighted in Bayridge Brooklyn in 1970 with many eyewitnesses.,40.7141667,-74.0063889,US,Northeast
1/10/1972 1:00,potwin,KS,US,unknown,10800,Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the,37.9388889,-97.0194444,US,Midwest
1/10/1972 4:00,denton,TX,US,unknown,600,Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.,33.2147222,-97.1327778,US,Southeast
1/10/1973 1:00,montezuma,IN,US,sphere,900,We saw a large glowing sphere that looked like the moon&#44 but was obviously not since it was very close to us and could manuver.,39.7927778,-87.3708333,US,Midwest
1/10/1973 22:45,valley city,OH,US,disk,300,It was a star shaped object travelling south that stopped&#44 changed colors&#44 and sped off dissapearing in the night sky.,41.2377778,-81.9316667,US,Midwest
1/10/1974 20:00,ankara (turkey),ASIA,TR,changing,300,A bright&#44 huge&#44 and shape-changing object&#44 exploded into numerous smaller spherical objects which moved in formation.,39.92077,32.85411,Asia,ASIA
1/10/1974 20:00,deerwood,MN,US,unknown,2,Sighting 3  An incidence occurred in mid-October&#44 1974. I picked my son up from wrestling practice in the evening after school. We live,46.4736111,-93.8986111,US,Midwest
1/10/1976 7:00,hartville,OH,US,disk,120,A disk shaped flying object followed the path of our car just above the telephone lines.,40.9636111,-81.3313889,US,Midwest
1/10/1977 1:00,iselton,CA,US,light,120,While fishing on the San Joaquin river on Twithchell Island Rd.&#44 at the mouth of the Molklomne river&#44 we observed 2-lights high in the,38.161861,-121.611621,US,West
1/10/1979 21:00,buffalo,NY,US,light,10,Two bright fast-moving star-like objects with one traveling in a zig-zag motion.,42.8863889,-78.8786111,US,Northeast
1/10/1979 21:00,pittsburgh,PA,US,disk,300,Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.,40.4405556,-79.9961111,US,Northeast
1/10/1980 22:00,jersey city,NJ,US,cigar,180,Blimp shaped object with extremely bright lights hovered then rapidly dashed into the night&#39s sky.,40.7280556,-74.0780556,US,Northeast
1/10/1981 20:00,hesperia,MI,US,oval,2400,Two people in car see green oval object and lost time,43.5688889,-86.0394444,US,Midwest
1/10/1987 20:00,roseburg (7 miles northwest of),OR,US,oval,1800,Two small glowing oval orange objects and one larger triangle craft in rural Oregon.,43.2166667,-123.3405556,US,West
1/10/1987 23:00,louisburg,NC,US,triangle,180,Large black triangular object with lights on each side and at the points making no discernible noise.,36.0988889,-78.3013889,US,Southeast
1/10/1989 18:00,winchester (near),KY,US,oval,300,3 starlike objects land on 1 large orange oval object in full daylight in sight of dozens of witnesses.,37.99,-84.1797222,US,Southeast
1/10/1989 20:00,jacksonville,IL,US,circle,300,Three gold circle UFOs fly in formation&#44 warp drive away and disappear.,39.7338889,-90.2288889,US,Midwest
1/10/1990 20:00,san pedro,CA,US,light,120,a small light in the sky&#44 making the shape of a equiangular triangle then shooting away at a high rate of speed.,33.7358333,-118.2913889,US,West
1/10/1991 14:45,easley,SC,US,other,900,Hockey-puck-shaped-thing.,34.8297222,-82.6016667,US,Southeast
1/10/1991 18:00,maryville,TN,US,cigar,300,Silver&#44 cigar shaped object north of downtown Maryville&#44 TN in or around 1991,35.7563889,-83.9705556,US,Southeast
1/10/1991 18:30,little rock,AR,US,triangle,300,Triangular arrangements of lights appearing to begin to land on freeway&#44 miltary-ish cars mobilze around it,34.7463889,-92.2894444,US,Southeast
1/10/1994 23:00,las vegas,NV,US,circle,5,Bright green object in flight allmost colided with my aircraft.,36.175,-115.1363889,US,West
1/10/1995 16:30,lake oswego,OR,US,unknown,90,Man reports witnessing 2 &quot;diamond-shaped objects overhead. (Second sighting on same day.),45.4208333,-122.6694444,US,West
1/10/1995 21:00,taunton (near) (uk/england),EUROPE,GB,light,60,The object was made up of a formation of small lights&#44 plus one light moving independantly  around main formation,51.021111,-3.104722,Europe,EUROPE
1/10/1995 22:00,tinley park,IL,US,other,20,Sheild shaped craft spotted at outdoor concert with orange glow&#44 moivng at high speed.,41.5733333,-87.7844444,US,Midwest
1/10/1995 22:30,austin,TX,US,unknown,5400,Man reports wife went out to empty trash&#44 disappears for 90 min.&#44 returns disoriented and acting strangely.,30.2669444,-97.7427778,US,Southeast
1/10/1996 22:30,the woodlands,TX,US,fireball,180,2 orange fireballs moving across sky ~ crazy acrobatics,30.1577778,-95.4891667,US,Southeast
1/10/1997 21:30,oakland,OR,US,light,60,High altitude light turned&#44 dropped several Thousand feet&#44 turned and disappeared&#33,43.4222222,-123.2972222,US,West
1/10/1998 0:00,logan,UT,US,triangle,120,We saw 5 triangular objects moving at high altitude to the south&#44 circling each other like small birds.,41.7355556,-111.8336111,US,West
1/10/1998 23:10,mosinee,WI,US,other,300,I was driving south on U.S. Hwy 51 and I saw a craft that didn&#39t move for 5 or more minutes.  The craft also made no noise.,44.7930556,-89.7030556,US,Midwest
1/10/1999 1:00,oak brook,IL,US,light,60,a green-blue light comes out and down out of a cloud&#44 and goes back into the cloud,41.8327778,-87.9288889,US,Midwest
1/10/1999 17:00,new york city (manhattan),NY,US,unknown,5,I witnessed a being in the middle of the day in Manhattan about six and a half feet&#44 its face definately not human?,40.7141667,-74.0063889,US,Northeast
1/10/1999 23:00,blankenberge (belgium),EUROPE,BE,formation,10,upside down V formation of 9 birght lights on high altitude changed to M formation in less than a second,51.312374,3.132768,Europe,EUROPE
1/10/2000 20:00,belmont,CA,US,unknown,15,Faint starlike object  moving in space at high speed stopped and lined up with other 3 faint stars.,37.5202778,-122.2747222,US,West
1/10/2000 20:00,prineville,OR,US,unknown,3600,bright white light the size of a distant star that made eratic movements&#44 and complete stops,44.3,-120.8333333,US,West
1/10/2000 21:30,colorado springs,CO,US,light,300,saw 4 lights going in what i thought was a clover formation,38.8338889,-104.8208333,US,West
1/10/2000 22:00,healesville. victoria (australia),OCEANIA,AU,light,40,light in sky projecting &quot;beam&quot;.,-37.653829,145.517006,Oceania,OCEANIA
1/10/2000 22:00,jackson,TN,US,triangle,120,Three glowing spheres under dark triangular shape&#44 no sound,35.6144444,-88.8138889,US,Southeast
1/10/2001 1:05,seattle,WA,US,unknown,1,just a meteor sighting...,47.6063889,-122.3308333,US,West
1/10/2001 22:30,albany,NY,US,flash,2,Bright flash witnessed near Albany&#44 New York,42.6525,-73.7566667,US,Northeast
1/10/2002 0:30,courtland,VA,US,circle,1,Look I can&#39t recall the date exactly&#44  but it was in that area of time especially the hour of night.  It could be in a range of two wee,36.7161111,-77.0683333,US,Southeast
1/10/2002 5:45,rainier,WA,US,light,240,I was taking my Boyfriend to work in yelm and as we entered onto koeppen rd and traveling north towards yelm We noticed to our left abo,46.8883333,-122.6872222,US,West
1/10/2002 15:00,athol,ID,US,teardrop,300,high polished chrome-teardrop shaped object hovering over a busy North Idaho Hi-way in mid afternoon,47.9480556,-116.7069444,US,West
1/10/2002 16:00,grants,NM,US,fireball,10,In October 2002&#44 I was driving east on Interestate 40 (close to mile marker 100)&#44  when I saw a greenish &quot;comet-like&quot; shape movng very,35.1472222,-107.8508333,US,Southwest
1/10/2002 18:00,orlando,FL,US,other,4,unusual shaped and transparent color crafts appear and one follow the other in new direction,28.5380556,-81.3794444,US,Southeast
1/10/2002 23:20,new york city,NY,US,changing,180,3 flying objects that changed shapes show up in midtown manhattan,40.7141667,-74.0063889,US,Northeast
1/10/2003 5:40,long beach (sports arena),CA,US,other,600,UFO watching the harbor of long beach.,33.7669444,-118.1883333,US,West
1/10/2003 18:15,perry township,OH,US,cigar,1200,an object appeared to get larger then smaller till it disappeared,40.773662,-81.460856,US,Midwest
1/10/2004 20:00,albuquerque,NM,US,oval,3600,lights,35.0844444,-106.6505556,US,Southwest
1/10/2005 0:30,oak forest,IL,US,light,3600,I saw the three red lights in the sky over Oak Forest Illinois. They flashed like beacons. This happened around 12:30am,41.6027778,-87.7438889,US,Midwest
